Frequency_Hz	Mismatch_0.05	Mismatch_0.04	Mismatch_0.03
0.632125	0.0011454401917295612	0.000501341759995858	0.00037994975853928946
0.6445	0.0008246358284567985	0.0005149595947799016	0.0006271521295807186
0.656875	0.0006170373580154769	0.0003643629737821888	0.0005434572498130832
0.66925	0.0004662916207312759	0.0002991221628317267	0.0003952401381694425
0.681625	0.00047808127077032624	0.0003287248799738164	0.00037582151768179796
0.694	0.0005784500607235512	0.0005127169135644737	0.00036294067057391076
0.706375	0.0005236208397120287	0.0006580600297501209	0.0005904930559002367
0.71875	0.00050158143400115	0.0005443935340258276	0.0005059044450384776
0.731125	0.0005360689239391797	0.0004372821205132449	0.00014775059814548978
0.7435	0.0007668872051316063	0.0007250294923195584	0.00040576805441602516
0.755875	0.0007561812949272988	0.0006183395818895119	0.0004930414322936526
0.76825	0.0008589050102968974	0.0003402902906211748	0.0004717697436082179
0.780625	0.0006677253565965554	0.00034828376989965684	0.0004300421800815207
0.793	0.0005697869103451218	0.00040051018198349216	0.0003215652534771131
0.805375	0.0008015100377418557	0.00036738979185180296	0.0003461888736767129
0.81775	0.0006557143123059005	0.00025130224912722125	0.00029530640660710357
0.830125	0.0006408666473269459	0.00038481423935015713	0.0003936342289807633
0.8425	0.0005909130922460171	0.0004400036286680713	0.0004727051448505294
0.854875	0.0004901510290558106	0.0004418169318139245	0.0003066795269334913
0.86725	0.0006552712066861415	0.00024443376902785323	0.00034491924368917415
0.879625	0.0007117110965465692	0.0003494096165046835	0.00030732660172843804
0.892	0.00029556184247938705	0.0006066281213109478	0.00043913563019819967
0.904375	0.00027729185090180706	0.0005302357931186465	0.0003682017971492263
0.91675	0.00020246597234537957	0.00040323267486483535	0.00042683831993410576
0.929125	0.0003547479138160894	0.0003943242167675447	0.0003183273199224622
0.9415	0.0005238416705188955	0.00040385097730864425	0.00021234255605383746
0.953875	0.000437089140543059	0.00046724558655729425	0.0002738453411010492
0.96625	0.0003868970541363296	0.00035951982985159525	0.00032270937824217317
0.978625	0.000520850973885813	0.0003464695239044265	0.0003350822893204742
0.991	0.0003422540221461247	0.0003258022339591919	0.0002007742842763734
1.0			0.00033669506363595103
