# Data for Board 2
# Frequency(Hz)	Noise(nV/rtHz)	Pair_ID
9.910000e-01	1.248428e-04	2.000000e+00
1.000000e+00	2.120720e-04	2.000000e+00
1.003375e+00	1.106009e-04	2.000000e+00
1.015750e+00	2.235500e-04	2.000000e+00
1.028125e+00	1.800195e-04	2.000000e+00
1.040500e+00	1.465288e-04	2.000000e+00
1.052875e+00	1.451614e-04	2.000000e+00
1.061875e+00	2.862079e-04	2.000000e+00
1.065250e+00	1.631782e-04	2.000000e+00
1.077625e+00	8.705543e-05	2.000000e+00
1.090000e+00	2.222481e-04	2.000000e+00
1.102375e+00	1.263794e-04	2.000000e+00
1.114750e+00	1.343414e-04	2.000000e+00
1.123750e+00	3.030523e-04	2.000000e+00
1.127125e+00	1.764230e-04	2.000000e+00
1.139500e+00	2.012356e-04	2.000000e+00
1.151875e+00	1.915965e-04	2.000000e+00
1.164250e+00	1.686821e-04	2.000000e+00
1.176625e+00	1.226879e-04	2.000000e+00
1.185625e+00	2.353973e-04	2.000000e+00
1.189000e+00	2.109092e-04	2.000000e+00
1.201375e+00	2.154391e-04	2.000000e+00
1.213750e+00	2.550410e-04	2.000000e+00
1.226125e+00	6.015820e-05	2.000000e+00
1.238500e+00	1.996424e-04	2.000000e+00
1.247500e+00	2.293095e-04	2.000000e+00
1.250875e+00	2.432785e-04	2.000000e+00
1.263250e+00	1.781152e-04	2.000000e+00
1.275625e+00	1.667249e-04	2.000000e+00
1.288000e+00	2.615085e-04	2.000000e+00
1.300375e+00	1.937236e-04	2.000000e+00
1.309375e+00	2.270792e-04	2.000000e+00
1.312750e+00	1.179850e-04	2.000000e+00
1.325125e+00	1.712867e-04	2.000000e+00
1.337500e+00	7.290898e-05	2.000000e+00
1.349875e+00	1.920556e-04	2.000000e+00
1.362250e+00	2.908544e-04	2.000000e+00
1.371250e+00	2.677472e-04	2.000000e+00
1.374625e+00	2.076294e-04	2.000000e+00
1.387000e+00	1.146537e-04	2.000000e+00
1.399375e+00	1.539357e-04	2.000000e+00
1.411750e+00	1.055101e-04	2.000000e+00
1.424125e+00	1.485543e-04	2.000000e+00
1.433125e+00	2.389883e-04	2.000000e+00
1.436500e+00	2.584265e-04	2.000000e+00
1.448875e+00	2.510302e-04	2.000000e+00
1.461250e+00	1.907329e-04	2.000000e+00
1.473625e+00	3.483551e-04	2.000000e+00
1.486000e+00	3.096713e-04	2.000000e+00
1.495000e+00	2.297529e-04	2.000000e+00
1.498375e+00	1.756166e-04	2.000000e+00
1.510750e+00	1.094040e-04	2.000000e+00
1.523125e+00	1.426964e-04	2.000000e+00
1.535500e+00	1.566725e-04	2.000000e+00
1.547875e+00	1.522864e-04	2.000000e+00
1.556875e+00	2.257048e-04	2.000000e+00
1.560250e+00	1.858828e-04	2.000000e+00
1.572625e+00	2.020374e-04	2.000000e+00
1.585000e+00	1.827300e-04	2.000000e+00
1.597375e+00	2.257459e-04	2.000000e+00
1.609750e+00	1.621290e-04	2.000000e+00
1.618750e+00	2.111913e-04	2.000000e+00
1.622125e+00	2.182237e-04	2.000000e+00
1.634500e+00	2.308882e-04	2.000000e+00
1.646875e+00	1.047426e-04	2.000000e+00
1.659250e+00	1.816278e-04	2.000000e+00
1.671625e+00	1.717545e-04	2.000000e+00
1.680625e+00	1.807822e-04	2.000000e+00
1.684000e+00	1.779010e-04	2.000000e+00
1.696375e+00	1.427602e-04	2.000000e+00
1.708750e+00	1.344597e-04	2.000000e+00
1.721125e+00	2.021821e-04	2.000000e+00
1.733500e+00	1.539542e-04	2.000000e+00
1.742500e+00	1.626395e-04	2.000000e+00
1.745875e+00	1.366156e-04	2.000000e+00
1.758250e+00	1.387471e-04	2.000000e+00
1.770625e+00	1.249182e-04	2.000000e+00
1.783000e+00	1.425481e-04	2.000000e+00
1.795375e+00	1.101408e-04	2.000000e+00
1.804375e+00	1.685336e-04	2.000000e+00
1.807750e+00	1.171687e-04	2.000000e+00
1.820125e+00	2.623097e-04	2.000000e+00
1.832500e+00	2.590691e-04	2.000000e+00
1.844875e+00	1.178640e-04	2.000000e+00
1.857250e+00	1.001293e-04	2.000000e+00
1.866250e+00	1.819487e-04	2.000000e+00
1.869625e+00	1.028752e-04	2.000000e+00
1.882000e+00	1.000846e-04	2.000000e+00
1.894375e+00	1.473136e-04	2.000000e+00
1.906750e+00	1.302092e-04	2.000000e+00
1.919125e+00	1.538173e-04	2.000000e+00
1.928125e+00	1.585831e-04	2.000000e+00
1.931500e+00	1.415523e-04	2.000000e+00
1.943875e+00	1.312669e-04	2.000000e+00
1.956250e+00	1.751746e-04	2.000000e+00
1.968625e+00	1.296842e-04	2.000000e+00
1.981000e+00	6.388745e-05	2.000000e+00
1.990000e+00	1.507696e-04	2.000000e+00
1.993375e+00	6.502781e-05	2.000000e+00
2.005750e+00	1.935599e-04	2.000000e+00
2.018125e+00	2.095866e-04	2.000000e+00
2.030500e+00	1.548507e-04	2.000000e+00
2.042875e+00	1.967277e-04	2.000000e+00
2.051875e+00	1.689816e-04	2.000000e+00
2.055250e+00	1.745334e-04	2.000000e+00
2.067625e+00	1.324682e-04	2.000000e+00
2.080000e+00	1.831818e-04	2.000000e+00
2.092375e+00	2.266281e-04	2.000000e+00
2.104750e+00	1.906540e-04	2.000000e+00
2.113750e+00	1.817491e-04	2.000000e+00
2.117125e+00	2.219308e-04	2.000000e+00
2.129500e+00	1.672285e-04	2.000000e+00
2.141875e+00	2.655885e-04	2.000000e+00
2.154250e+00	2.807352e-04	2.000000e+00
2.166625e+00	2.360800e-04	2.000000e+00
2.175625e+00	1.693477e-04	2.000000e+00
2.179000e+00	2.493106e-04	2.000000e+00
2.191375e+00	2.353133e-04	2.000000e+00
2.203750e+00	1.272951e-04	2.000000e+00
2.216125e+00	6.828038e-05	2.000000e+00
2.228500e+00	1.281152e-04	2.000000e+00
2.237500e+00	1.605244e-04	2.000000e+00
2.240875e+00	1.760642e-04	2.000000e+00
2.253250e+00	2.492067e-04	2.000000e+00
2.265625e+00	1.785657e-04	2.000000e+00
2.278000e+00	1.660123e-04	2.000000e+00
2.290375e+00	1.897257e-04	2.000000e+00
2.299375e+00	1.830534e-04	2.000000e+00
2.302750e+00	1.799463e-04	2.000000e+00
2.315125e+00	2.106217e-04	2.000000e+00
2.327500e+00	1.156555e-04	2.000000e+00
2.339875e+00	1.139409e-04	2.000000e+00
2.352250e+00	1.429115e-04	2.000000e+00
2.361250e+00	1.387497e-04	2.000000e+00
2.364625e+00	1.451641e-04	2.000000e+00
2.377000e+00	7.557186e-05	2.000000e+00
2.389375e+00	1.603045e-04	2.000000e+00
2.401750e+00	1.852084e-04	2.000000e+00
2.414125e+00	1.800880e-04	2.000000e+00
2.423125e+00	1.468504e-04	2.000000e+00
2.426500e+00	1.634464e-04	2.000000e+00
2.438875e+00	1.047407e-04	2.000000e+00
2.451250e+00	9.617576e-05	2.000000e+00
2.463625e+00	2.019116e-04	2.000000e+00
2.476000e+00	2.383451e-04	2.000000e+00
2.485000e+00	1.578577e-04	2.000000e+00
2.488375e+00	1.704501e-04	2.000000e+00
2.500750e+00	1.766699e-04	2.000000e+00
2.513125e+00	1.694200e-04	2.000000e+00
2.525500e+00	1.592865e-04	2.000000e+00
2.537875e+00	2.121670e-04	2.000000e+00
2.546875e+00	1.197151e-04	2.000000e+00
2.550250e+00	1.854512e-04	2.000000e+00
2.562625e+00	1.408523e-04	2.000000e+00
2.575000e+00	1.643584e-04	2.000000e+00
2.587375e+00	8.196414e-05	2.000000e+00
2.599750e+00	2.700303e-05	2.000000e+00
2.608750e+00	1.217337e-04	2.000000e+00
2.612125e+00	1.375576e-04	2.000000e+00
2.624500e+00	1.207934e-04	2.000000e+00
2.636875e+00	1.139133e-04	2.000000e+00
2.649250e+00	1.706485e-04	2.000000e+00
2.661625e+00	1.722003e-04	2.000000e+00
2.670625e+00	1.260388e-04	2.000000e+00
2.674000e+00	2.047236e-04	2.000000e+00
2.686375e+00	2.257462e-04	2.000000e+00
2.698750e+00	2.098350e-04	2.000000e+00
2.711125e+00	1.863460e-04	2.000000e+00
2.723500e+00	1.222451e-04	2.000000e+00
2.732500e+00	1.532544e-04	2.000000e+00
2.735875e+00	6.442590e-05	2.000000e+00
2.748250e+00	1.081603e-04	2.000000e+00
2.760625e+00	1.537802e-04	2.000000e+00
2.773000e+00	1.068698e-04	2.000000e+00
2.785375e+00	1.051355e-04	2.000000e+00
2.794375e+00	1.718863e-04	2.000000e+00
2.797750e+00	1.337358e-04	2.000000e+00
2.810125e+00	1.133539e-04	2.000000e+00
2.822500e+00	1.388793e-04	2.000000e+00
2.834875e+00	1.502138e-04	2.000000e+00
2.847250e+00	1.041808e-04	2.000000e+00
2.856250e+00	1.938677e-04	2.000000e+00
2.859625e+00	1.372710e-04	2.000000e+00
2.872000e+00	1.388929e-04	2.000000e+00
2.884375e+00	8.337535e-05	2.000000e+00
2.896750e+00	8.635359e-05	2.000000e+00
2.909125e+00	1.241071e-04	2.000000e+00
2.918125e+00	1.859433e-04	2.000000e+00
2.921500e+00	8.313198e-05	2.000000e+00
2.933875e+00	1.107828e-04	2.000000e+00
2.946250e+00	7.190984e-05	2.000000e+00
2.958625e+00	1.217832e-04	2.000000e+00
2.971000e+00	1.758516e-04	2.000000e+00
2.980000e+00	1.673251e-04	2.000000e+00
2.983375e+00	1.299762e-04	2.000000e+00
2.995750e+00	6.444077e-05	2.000000e+00
3.008125e+00	9.533844e-05	2.000000e+00
3.020500e+00	1.174472e-04	2.000000e+00
3.032875e+00	8.674169e-05	2.000000e+00
3.041875e+00	1.665774e-04	2.000000e+00
3.045250e+00	8.862601e-05	2.000000e+00
3.057625e+00	1.368813e-04	2.000000e+00
3.070000e+00	8.005454e-05	2.000000e+00
3.082375e+00	8.502114e-05	2.000000e+00
3.094750e+00	1.709465e-04	2.000000e+00
3.103750e+00	1.394824e-04	2.000000e+00
3.107125e+00	1.797412e-04	2.000000e+00
3.119500e+00	1.206636e-04	2.000000e+00
3.131875e+00	1.184572e-04	2.000000e+00
3.144250e+00	1.255517e-04	2.000000e+00
3.156625e+00	1.483546e-04	2.000000e+00
3.165625e+00	1.461202e-04	2.000000e+00
3.169000e+00	5.559094e-05	2.000000e+00
3.181375e+00	1.160728e-04	2.000000e+00
3.193750e+00	1.230782e-04	2.000000e+00
3.206125e+00	9.801380e-05	2.000000e+00
3.218500e+00	9.423149e-05	2.000000e+00
3.227500e+00	1.537911e-04	2.000000e+00
3.230875e+00	1.018570e-04	2.000000e+00
3.243250e+00	1.574669e-04	2.000000e+00
3.255625e+00	1.678857e-04	2.000000e+00
3.268000e+00	1.713305e-04	2.000000e+00
3.280375e+00	9.925559e-05	2.000000e+00
3.289375e+00	1.320886e-04	2.000000e+00
3.292750e+00	8.033626e-05	2.000000e+00
3.305125e+00	1.432262e-04	2.000000e+00
3.317500e+00	2.381014e-04	2.000000e+00
3.329875e+00	2.000552e-04	2.000000e+00
3.342250e+00	1.193136e-04	2.000000e+00
3.351250e+00	1.348122e-04	2.000000e+00
3.354625e+00	1.563957e-04	2.000000e+00
3.367000e+00	1.465628e-04	2.000000e+00
3.379375e+00	2.258114e-04	2.000000e+00
3.391750e+00	1.022574e-04	2.000000e+00
3.404125e+00	1.153630e-04	2.000000e+00
3.413125e+00	1.074287e-04	2.000000e+00
3.416500e+00	1.089313e-04	2.000000e+00
3.428875e+00	1.463251e-04	2.000000e+00
3.441250e+00	1.238651e-04	2.000000e+00
3.453625e+00	9.340953e-05	2.000000e+00
3.466000e+00	7.220163e-05	2.000000e+00
3.475000e+00	1.142563e-04	2.000000e+00
3.478375e+00	1.158787e-04	2.000000e+00
3.490750e+00	1.537570e-04	2.000000e+00
3.503125e+00	1.301319e-04	2.000000e+00
3.515500e+00	1.575754e-04	2.000000e+00
3.527875e+00	2.010263e-04	2.000000e+00
3.536875e+00	1.192776e-04	2.000000e+00
3.540250e+00	1.425178e-04	2.000000e+00
3.552625e+00	1.071171e-04	2.000000e+00
3.565000e+00	1.472226e-04	2.000000e+00
3.577375e+00	1.242906e-04	2.000000e+00
3.589750e+00	7.170476e-05	2.000000e+00
3.598750e+00	1.140895e-04	2.000000e+00
3.602125e+00	1.280961e-04	2.000000e+00
3.614500e+00	1.045284e-04	2.000000e+00
3.626875e+00	1.151484e-04	2.000000e+00
3.639250e+00	9.584346e-05	2.000000e+00
3.651625e+00	7.079423e-05	2.000000e+00
3.660625e+00	1.176735e-04	2.000000e+00
3.664000e+00	6.571793e-05	2.000000e+00
3.676375e+00	6.610549e-05	2.000000e+00
3.688750e+00	9.235618e-05	2.000000e+00
3.701125e+00	1.324904e-04	2.000000e+00
3.713500e+00	1.160905e-04	2.000000e+00
3.722500e+00	1.122583e-04	2.000000e+00
3.725875e+00	8.356050e-05	2.000000e+00
3.738250e+00	7.421155e-05	2.000000e+00
3.750625e+00	1.406173e-04	2.000000e+00
3.763000e+00	1.508939e-04	2.000000e+00
3.775375e+00	1.477343e-04	2.000000e+00
3.784375e+00	9.588568e-05	2.000000e+00
3.787750e+00	1.140677e-04	2.000000e+00
3.800125e+00	1.184011e-04	2.000000e+00
3.812500e+00	1.681634e-04	2.000000e+00
3.824875e+00	1.414123e-04	2.000000e+00
3.837250e+00	1.021223e-04	2.000000e+00
3.846250e+00	1.086741e-04	2.000000e+00
3.849625e+00	4.438654e-05	2.000000e+00
3.862000e+00	1.206672e-04	2.000000e+00
3.874375e+00	1.314104e-04	2.000000e+00
3.886750e+00	9.271276e-05	2.000000e+00
3.899125e+00	1.257098e-04	2.000000e+00
3.908125e+00	1.180355e-04	2.000000e+00
3.911500e+00	8.512555e-05	2.000000e+00
3.923875e+00	8.293061e-05	2.000000e+00
3.936250e+00	1.318586e-04	2.000000e+00
3.948625e+00	1.202460e-04	2.000000e+00
3.961000e+00	4.024002e-05	2.000000e+00
3.970000e+00	1.279398e-04	2.000000e+00
3.973375e+00	7.964212e-05	2.000000e+00
3.985750e+00	1.230249e-04	2.000000e+00
3.998125e+00	1.360881e-04	2.000000e+00
4.010500e+00	8.708371e-05	2.000000e+00
4.022875e+00	1.047616e-04	2.000000e+00
4.031875e+00	1.079782e-04	2.000000e+00
4.035250e+00	1.031947e-04	2.000000e+00
4.047625e+00	1.636526e-04	2.000000e+00
4.060000e+00	1.826878e-04	2.000000e+00
4.072375e+00	1.895697e-04	2.000000e+00
4.084750e+00	1.676093e-04	2.000000e+00
4.093750e+00	1.157401e-04	2.000000e+00
4.097125e+00	1.380285e-04	2.000000e+00
4.109500e+00	1.014589e-04	2.000000e+00
4.121875e+00	5.512491e-05	2.000000e+00
4.134250e+00	7.040037e-05	2.000000e+00
4.146625e+00	2.930993e-05	2.000000e+00
4.155625e+00	1.163000e-04	2.000000e+00
4.159000e+00	5.773495e-05	2.000000e+00
4.171375e+00	6.691671e-05	2.000000e+00
4.183750e+00	1.094153e-04	2.000000e+00
4.196125e+00	1.311672e-04	2.000000e+00
4.208500e+00	1.474498e-04	2.000000e+00
4.217500e+00	1.369452e-04	2.000000e+00
4.220875e+00	1.188496e-04	2.000000e+00
4.233250e+00	8.994355e-05	2.000000e+00
4.245625e+00	6.822956e-05	2.000000e+00
4.258000e+00	9.495165e-05	2.000000e+00
4.270375e+00	1.669186e-04	2.000000e+00
4.279375e+00	1.322885e-04	2.000000e+00
4.282750e+00	1.383169e-04	2.000000e+00
4.295125e+00	1.038914e-04	2.000000e+00
4.307500e+00	1.189411e-04	2.000000e+00
4.319875e+00	9.712550e-05	2.000000e+00
4.332250e+00	8.721754e-05	2.000000e+00
4.341250e+00	1.389007e-04	2.000000e+00
4.344625e+00	6.750212e-05	2.000000e+00
4.357000e+00	8.632350e-05	2.000000e+00
4.369375e+00	1.000412e-04	2.000000e+00
4.381750e+00	1.030263e-04	2.000000e+00
4.394125e+00	7.224967e-05	2.000000e+00
4.403125e+00	1.211991e-04	2.000000e+00
4.406500e+00	7.785184e-05	2.000000e+00
4.418875e+00	1.461527e-04	2.000000e+00
4.431250e+00	1.394338e-04	2.000000e+00
4.443625e+00	1.037551e-04	2.000000e+00
4.456000e+00	8.212099e-05	2.000000e+00
4.465000e+00	9.487582e-05	2.000000e+00
4.468375e+00	7.999634e-05	2.000000e+00
4.480750e+00	1.168718e-04	2.000000e+00
4.493125e+00	8.170596e-05	2.000000e+00
4.505500e+00	1.031641e-04	2.000000e+00
4.517875e+00	8.518277e-05	2.000000e+00
4.526875e+00	1.159172e-04	2.000000e+00
4.530250e+00	8.943486e-05	2.000000e+00
4.542625e+00	1.069064e-04	2.000000e+00
4.555000e+00	6.991034e-05	2.000000e+00
4.567375e+00	1.001237e-04	2.000000e+00
4.579750e+00	8.634201e-05	2.000000e+00
4.588750e+00	1.007485e-04	2.000000e+00
4.592125e+00	5.959229e-05	2.000000e+00
4.604500e+00	7.741795e-05	2.000000e+00
4.616875e+00	7.825350e-05	2.000000e+00
4.629250e+00	1.551622e-04	2.000000e+00
4.641625e+00	1.306421e-04	2.000000e+00
4.650625e+00	9.173413e-05	2.000000e+00
4.654000e+00	8.836460e-05	2.000000e+00
4.666375e+00	1.443465e-05	2.000000e+00
4.678750e+00	1.052686e-04	2.000000e+00
4.691125e+00	7.049655e-05	2.000000e+00
4.703500e+00	9.043492e-05	2.000000e+00
4.712500e+00	1.128291e-04	2.000000e+00
4.715875e+00	1.072575e-04	2.000000e+00
4.728250e+00	3.613573e-05	2.000000e+00
4.740625e+00	7.495210e-05	2.000000e+00
4.753000e+00	1.150846e-04	2.000000e+00
4.765375e+00	1.064005e-04	2.000000e+00
4.774375e+00	1.239685e-04	2.000000e+00
4.777750e+00	1.204575e-04	2.000000e+00
4.790125e+00	1.082384e-04	2.000000e+00
4.802500e+00	5.452818e-05	2.000000e+00
4.814875e+00	3.883771e-05	2.000000e+00
4.827250e+00	9.559079e-05	2.000000e+00
4.836250e+00	9.590920e-05	2.000000e+00
4.839625e+00	1.374791e-04	2.000000e+00
4.852000e+00	1.313108e-04	2.000000e+00
4.864375e+00	1.667321e-04	2.000000e+00
4.876750e+00	1.718892e-04	2.000000e+00
4.889125e+00	1.305742e-04	2.000000e+00
4.898125e+00	1.203316e-04	2.000000e+00
4.901500e+00	1.170394e-04	2.000000e+00
4.913875e+00	1.078464e-04	2.000000e+00
4.926250e+00	1.201081e-04	2.000000e+00
4.938625e+00	1.337586e-04	2.000000e+00
4.951000e+00	1.284925e-04	2.000000e+00
4.960000e+00	1.296848e-04	2.000000e+00
4.963375e+00	7.866516e-05	2.000000e+00
4.975750e+00	1.521778e-04	2.000000e+00
4.988125e+00	1.922050e-04	2.000000e+00
5.000500e+00	1.544786e-04	2.000000e+00
5.012875e+00	7.267907e-05	2.000000e+00
5.021875e+00	1.175812e-04	2.000000e+00
5.025250e+00	8.676756e-05	2.000000e+00
5.037625e+00	1.165082e-04	2.000000e+00
5.050000e+00	9.385576e-05	2.000000e+00
5.062375e+00	9.039727e-05	2.000000e+00
5.074750e+00	1.009029e-04	2.000000e+00
5.083750e+00	1.088652e-04	2.000000e+00
5.087125e+00	9.440531e-05	2.000000e+00
5.099500e+00	7.714327e-05	2.000000e+00
5.111875e+00	5.889583e-05	2.000000e+00
5.124250e+00	1.394228e-04	2.000000e+00
5.136625e+00	1.135282e-04	2.000000e+00
5.145625e+00	8.482943e-05	2.000000e+00
5.149000e+00	1.038947e-04	2.000000e+00
5.161375e+00	1.133045e-04	2.000000e+00
5.173750e+00	9.844418e-05	2.000000e+00
5.186125e+00	1.147862e-04	2.000000e+00
5.198500e+00	6.806797e-05	2.000000e+00
5.207500e+00	8.886532e-05	2.000000e+00
5.210875e+00	8.076433e-05	2.000000e+00
5.223250e+00	9.051692e-05	2.000000e+00
5.235625e+00	4.063934e-05	2.000000e+00
5.248000e+00	1.583709e-04	2.000000e+00
5.260375e+00	2.131035e-04	2.000000e+00
5.269375e+00	1.156081e-04	2.000000e+00
5.272750e+00	1.281461e-04	2.000000e+00
5.285125e+00	7.769883e-05	2.000000e+00
5.297500e+00	8.619735e-05	2.000000e+00
5.309875e+00	1.709965e-04	2.000000e+00
5.322250e+00	1.515458e-04	2.000000e+00
5.331250e+00	1.001920e-04	2.000000e+00
5.334625e+00	8.726326e-05	2.000000e+00
5.347000e+00	6.346377e-05	2.000000e+00
5.359375e+00	9.047474e-05	2.000000e+00
5.371750e+00	6.018205e-05	2.000000e+00
5.384125e+00	6.701764e-05	2.000000e+00
5.393125e+00	1.108436e-04	2.000000e+00
5.396500e+00	1.089010e-04	2.000000e+00
5.408875e+00	6.898377e-05	2.000000e+00
5.421250e+00	6.803639e-05	2.000000e+00
5.433625e+00	7.872249e-05	2.000000e+00
5.446000e+00	5.917527e-05	2.000000e+00
5.455000e+00	1.067313e-04	2.000000e+00
5.458375e+00	7.691479e-05	2.000000e+00
5.470750e+00	1.131298e-04	2.000000e+00
5.483125e+00	7.168631e-05	2.000000e+00
5.495500e+00	5.160256e-05	2.000000e+00
5.507875e+00	7.578851e-05	2.000000e+00
5.516875e+00	8.702439e-05	2.000000e+00
5.520250e+00	8.643511e-05	2.000000e+00
5.532625e+00	1.358943e-04	2.000000e+00
5.545000e+00	1.535137e-04	2.000000e+00
5.557375e+00	7.541320e-05	2.000000e+00
5.569750e+00	9.072197e-05	2.000000e+00
5.578750e+00	9.562430e-05	2.000000e+00
5.582125e+00	6.522573e-05	2.000000e+00
5.594500e+00	8.486550e-05	2.000000e+00
5.606875e+00	1.182200e-04	2.000000e+00
5.619250e+00	1.113796e-04	2.000000e+00
5.631625e+00	1.359386e-04	2.000000e+00
5.640625e+00	1.148097e-04	2.000000e+00
5.644000e+00	8.892224e-05	2.000000e+00
5.656375e+00	6.343542e-05	2.000000e+00
5.668750e+00	1.033307e-04	2.000000e+00
5.681125e+00	9.729251e-05	2.000000e+00
5.693500e+00	9.773890e-05	2.000000e+00
5.702500e+00	9.325293e-05	2.000000e+00
5.705875e+00	8.905187e-05	2.000000e+00
5.718250e+00	8.036717e-05	2.000000e+00
5.730625e+00	5.696614e-05	2.000000e+00
5.743000e+00	1.007940e-04	2.000000e+00
5.755375e+00	1.317976e-04	2.000000e+00
5.764375e+00	1.026880e-04	2.000000e+00
5.767750e+00	1.206846e-04	2.000000e+00
5.780125e+00	8.012048e-05	2.000000e+00
5.792500e+00	6.088995e-05	2.000000e+00
5.804875e+00	6.545810e-05	2.000000e+00
5.817250e+00	1.032936e-04	2.000000e+00
5.826250e+00	1.242159e-04	2.000000e+00
5.829625e+00	7.305769e-05	2.000000e+00
5.842000e+00	4.075506e-05	2.000000e+00
5.854375e+00	8.246395e-05	2.000000e+00
5.866750e+00	1.099995e-04	2.000000e+00
5.879125e+00	9.393375e-05	2.000000e+00
5.888125e+00	1.130869e-04	2.000000e+00
5.891500e+00	1.338203e-04	2.000000e+00
5.903875e+00	1.234642e-04	2.000000e+00
5.916250e+00	1.061247e-04	2.000000e+00
5.928625e+00	1.355829e-04	2.000000e+00
5.941000e+00	1.211079e-04	2.000000e+00
5.950000e+00	8.405497e-05	2.000000e+00
5.953375e+00	1.144382e-04	2.000000e+00
5.965750e+00	1.149780e-04	2.000000e+00
5.978125e+00	8.497567e-05	2.000000e+00
5.990500e+00	8.502580e-05	2.000000e+00
6.002875e+00	7.967855e-05	2.000000e+00
6.011875e+00	7.055280e-05	2.000000e+00
6.015250e+00	1.519120e-04	2.000000e+00
6.027625e+00	1.522812e-04	2.000000e+00
6.040000e+00	1.042337e-04	2.000000e+00
6.052375e+00	1.099471e-04	2.000000e+00
6.064750e+00	1.498062e-04	2.000000e+00
6.073750e+00	9.462650e-05	2.000000e+00
6.077125e+00	1.348483e-04	2.000000e+00
6.089500e+00	8.202115e-05	2.000000e+00
6.101875e+00	6.510781e-05	2.000000e+00
6.114250e+00	1.244169e-04	2.000000e+00
6.126625e+00	1.048004e-04	2.000000e+00
6.135625e+00	9.134255e-05	2.000000e+00
6.139000e+00	1.023497e-04	2.000000e+00
6.151375e+00	1.456559e-04	2.000000e+00
6.163750e+00	8.215879e-05	2.000000e+00
6.176125e+00	1.165510e-04	2.000000e+00
6.188500e+00	9.277428e-05	2.000000e+00
6.197500e+00	1.026765e-04	2.000000e+00
6.200875e+00	9.804546e-05	2.000000e+00
6.213250e+00	1.247937e-04	2.000000e+00
6.225625e+00	9.378825e-05	2.000000e+00
6.238000e+00	8.481556e-05	2.000000e+00
